corpus,dialogue_id,uID,pairID,upairID,speaker,role,speaker_name,utterance,context_utterances,MLU,pos_tag,age,age_months
Manchester,Manchester_under_2/010928.xml,u1174,5,0,CHI,Target_Child,Carl,what you want ?,"CHI: teddy eat .
CHI: what teddy eat ?
CHI: where elephant ?
MOT: teddy wants some dinner .
MOT: teddy's hungry .",2.018,pro:int pro:per v,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u1175,5,1,MOT,Mother,Mother,what does he want ?,,3.751,pro:int mod pro:sub v,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u1176,5,2,MOT,Mother,Mother,I don't know .,,3.751,pro:sub mod v,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u1347,6,0,CHI,Target_Child,Carl,where the spoon gone ?,"MOT: can Carl get a biscuit for teddy ?
CHI: oh .
CHI: oh biscuit .
MOT: mm they look nice biscuits .
CHI: where the spoon ?",2.018,pro:int det:art n part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u1348,6,1,MOT,Mother,Mother,where's the spoon gone ?,,3.751,pro:int det:art n part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u1349,6,2,MOT,Mother,Mother,I don't know .,,3.751,pro:sub mod v,P1Y09M28D,22.0
Manchester,Manchester_under_2/010902.xml,u330,1,0,CHI,Target_Child,Carl,where Zita gone ?,"CHI: yeah .
MOT: who did you see ?
MOT: Carl ?
MOT: did you see Zita ?
CHI: yeah .",1.968,pro:int n:prop part,P1Y09M02D,21.0
Manchester,Manchester_under_2/010902.xml,u331,1,1,MOT,Mother,Mother,where's Zita gone ?,,3.487,pro:int n:prop part,P1Y09M02D,21.0
Manchester,Manchester_under_2/010902.xml,u332,1,2,MOT,Mother,Mother,Zita's at her house .,,3.487,n:prop prep det:poss n,P1Y09M02D,21.0
Manchester,Manchester_under_2/010902.xml,u1088,2,0,CHI,Target_Child,Carl,where the neenaw ?,"MOT: where's the man
MOT: oh look some trees .
MOT: are you going to put the trees out ?
CHI: yeah .
MOT: Carl put the trees out .",1.968,pro:int det:art chi,P1Y09M02D,21.0
Manchester,Manchester_under_2/010902.xml,u1089,2,1,MOT,Mother,Mother,where's the neenaw ?,,3.487,pro:int det:art chi,P1Y09M02D,21.0
Manchester,Manchester_under_2/010902.xml,u1090,2,2,MOT,Mother,Mother,oh I see .,,3.487,co pro:sub v,P1Y09M02D,21.0
Manchester,Manchester_under_2/011112 copy.xml,u259,1,0,CHI,Target_Child,Carl,what doing ?,"MOT: there's poor Theloneous .
MOT: all alone .
MOT: with noone to play with .
MOT: what's he got there ?
CHI: there Granddad .",1.892,pro:int part,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u260,1,1,MOT,Mother,Mother,what's he doing ?,,3.682,pro:int pro:sub part,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u261,1,2,MOT,Mother,Mother,he's putting that flower into some water .,,3.682,pro:sub part det:dem n prep qn n,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u563,2,0,CHI,Target_Child,Carl,where Edward's trucks ?,"MOT: what are the trucks though ?
MOT: Carl what do the trucks do ?
CHI: the trucks and Thomas .
CHI: trucks and Thomas .
MOT: the trucks and Thomas .",1.892,pro:int adj n,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u564,2,1,MOT,Mother,Mother,where's Edward's trucks ?,,3.682,pro:int adj n,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u565,2,2,MOT,Mother,Mother,just wait one moment .,,3.682,adv v det:num n,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u737,3,0,CHI,Target_Child,Carl,where Daddy ?,"CHI: where ten gone ?
CHI: Daddy .
MOT: mhm .
CHI: Daddy .
CHI: Daddy's .",1.892,pro:int n:prop,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u738,3,1,MOT,Mother,Mother,where's Daddy ?,,3.682,pro:int n:prop,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112 copy.xml,u739,3,2,MOT,Mother,Mother,Daddy's gone to work .,,3.682,n:prop part prep n,P1Y11M12D,23.0
Manchester,Manchester_under_2/010913.xml,u26,1,0,CHI,Target_Child,Carl,where the nana ?,"CHI: that Carl and Nana .
MOT: oh look .
MOT: who's this ?
CHI: I want box .
MOT: what do you want ?",2.12,pro:int det:art n,P1Y09M13D,21.0
Manchester,Manchester_under_2/010913.xml,u27,1,1,INV,Investigator,Anna,where's the nana ?,,3.182,pro:int det:art n,P1Y09M13D,21.0
Manchester,Manchester_under_2/010913.xml,u28,1,2,INV,Investigator,Anna,oh I haven't brought the nana .,,3.182,co pro:sub aux part det:art n,P1Y09M13D,21.0
Manchester,Manchester_under_2/011007.xml,u686,1,0,CHI,Target_Child,Anne,what's that ?,"MOT: more catses cats .
CHI: oh bag .
CHI: more bag .
MOT: they're not bags .
MOT: they're boxes .",1.405,pro:int pro:dem,P1Y10M07D,22.0
Manchester,Manchester_under_2/011007.xml,u687,1,1,MOT,Mother,,what's this ?,,3.677,pro:int pro:dem,P1Y10M07D,22.0
Manchester,Manchester_under_2/011007.xml,u688,1,2,MOT,Mother,,it's I think it's a shirt .,,3.677,pro:sub v pro:per det:art n,P1Y10M07D,22.0
Manchester,Manchester_under_2/011021.xml,u248,1,0,CHI,Target_Child,Anne,a Anne's juice ?,"MOT: shall we wash her face ?
MOT: that's it .
CHI: juice .
MOT: yes .
MOT: you put juice in there didn't you ?",1.555,adj n,P1Y10M21D,23.0
Manchester,Manchester_under_2/011021.xml,u249,1,1,MOT,Mother,,where's Anne's juice ?,,3.324,pro:int adj n,P1Y10M21D,23.0
Manchester,Manchester_under_2/011021.xml,u250,1,2,MOT,Mother,,it's here .,,3.324,pro:per n,P1Y10M21D,23.0
Manchester,Manchester_under_2/011021.xml,u757,2,0,CHI,Target_Child,Anne,where have babys gone ?,"INV: clever girl .
INV: quick mummie .
CHI: oh looking .
CHI: want babys again .
CHI: where have babys gone ?",1.555,pro:int 0v n part,P1Y10M21D,23.0
Manchester,Manchester_under_2/011021.xml,u758,2,1,MOT,Mother,,where's the babys gone ?,,3.324,pro:int det:art n part,P1Y10M21D,23.0
Manchester,Manchester_under_2/011021.xml,u759,2,2,MOT,Mother,,I'll find them for you .,,3.324,pro:sub v pro:obj prep pro:per,P1Y10M21D,23.0
Manchester,Manchester_under_2/010922.xml,u133,1,0,CHI,Target_Child,Carl,where the water ?,"MOT: who is it ?
CHI: it dog .
MOT: is it Bert ?
CHI: it Bert .
CHI: there paint .",1.887,pro:int det:art n,P1Y09M22D,22.0
Manchester,Manchester_under_2/010922.xml,u134,1,1,MOT,Mother,Mother,where's the water ?,,3.813,pro:int det:art n,P1Y09M22D,22.0
Manchester,Manchester_under_2/010922.xml,u135,1,2,MOT,Mother,Mother,there it is .,,3.813,adv pro:per cop,P1Y09M22D,22.0
Manchester,Manchester_under_2/011019.xml,u48,1,0,CHI,Target_Child,Carl,where gone ?,"CHI: ball .
MOT: right hands out .
MOT: put your handies out .
MOT: are you going to catch it ?
MOT: what're you doing with it Carl ?",1.754,pro:int part,P1Y10M19D,23.0
Manchester,Manchester_under_2/011019.xml,u49,1,1,MOT,Mother,Mother,where's it gone ?,,3.848,pro:int pro:per part,P1Y10M19D,23.0
