corpus,dialogue_id,uID,pairID,upairID,speaker,role,speaker_name,utterance,MLU,pos_tag,age,age_months,age_group
Manchester,Manchester_under_2/011115.xml,u121,3,0,MOT,Mother,Mother,is he a naughty snake ?,3.805,cop pro:sub det:art adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u122,3,1,MOT,Mother,Mother,you stay there you naughty snake .,3.805,pro:per v adv pro:per adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u200,4,0,MOT,Mother,Mother,oh where's the other Thomas ?,3.805,co pro:int det:art qn n:prop,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u201,4,1,MOT,Mother,Mother,don't know .,3.805,mod v,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u317,5,0,MOT,Mother,Mother,can you see his smily face ?,3.805,mod pro:per v det:poss adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u318,5,1,MOT,Mother,Mother,oh .,3.805,co,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u374,6,0,MOT,Mother,Mother,what comes after five ?,3.805,pro:int v prep det:num,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u375,6,1,MOT,Mother,Mother,six .,3.805,det:num,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u389,7,0,MOT,Mother,Mother,Mummy's asleep as_well ?,3.805,n:prop adv adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u390,7,1,MOT,Mother,Mother,let's have a look .,3.805,v v det:art n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u398,8,0,MOT,Mother,Mother,what do you say ?,3.805,pro:int mod pro:per v,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u399,8,1,MOT,Mother,Mother,wake up .,3.805,v adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u438,9,0,MOT,Mother,Mother,are you hiding the egg ?,3.805,cop pro:per part det:art n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u439,9,1,MOT,Mother,Mother,all_gone now .,3.805,co adv:tem,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u489,10,0,MOT,Mother,Mother,that's not rolling them though is it ?,3.805,pro:dem neg part pro:obj adv aux pro:per,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u490,10,1,MOT,Mother,Mother,watch Mummy .,3.805,n n:prop,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u562,11,0,MOT,Mother,Mother,where're they going ?,3.805,pro:int pro:sub part,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u563,11,1,MOT,Mother,Mother,Carl .,3.805,n:prop,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u566,12,0,MOT,Mother,Mother,no who came to see you yesterday and played in the garden with you ?,3.805,co pro:int v inf v pro:per adv:tem coord v prep det:art n prep pro:per,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u567,12,1,MOT,Mother,Mother,Carl .,3.805,n:prop,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u725,13,0,MOT,Mother,Mother,it doesn't fit though does it ?,3.805,pro:per mod v adv mod pro:per,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u726,13,1,MOT,Mother,Mother,it's too small .,3.805,pro:per adv adj,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u884,14,0,MOT,Mother,Mother,do you wanna sit down and do it ?,3.805,mod pro:per v v adv coord mod pro:per,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u885,14,1,MOT,Mother,Mother,that's better .,3.805,pro:dem adj,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u894,15,0,MOT,Mother,Mother,just remember okay ?,3.805,adv v adj,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u895,15,1,MOT,Mother,Mother,good boy .,3.805,adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u964,16,0,MOT,Mother,Mother,it can't get through can it not ?,3.805,pro:per mod v adv mod pro:per neg,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u965,16,1,MOT,Mother,Mother,because_of this .,3.805,prep pro:dem,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1006,17,0,MOT,Mother,Mother,you wanna get a red one ?,3.805,pro:per v v det:art n pro:indef,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1007,17,1,MOT,Mother,Mother,that's a green one .,3.805,pro:dem det:art n pro:indef,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1027,18,0,MOT,Mother,Mother,is it a bit difficult ?,3.805,aux pro:per det:art n adj,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1028,18,1,MOT,Mother,Mother,there .,3.805,adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1085,19,0,MOT,Mother,Mother,I've gotta give him a kiss ?,3.805,pro:sub mod v pro:obj det:art n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1086,19,1,MOT,Mother,Mother,okay .,3.805,co,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1141,20,0,MOT,Mother,Mother,is the baby in the car as_well ?,3.805,cop det:art n prep det:art n adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1142,20,1,MOT,Mother,Mother,that's better .,3.805,pro:dem adj,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1164,21,0,MOT,Mother,Mother,are you going to go and see ?,3.805,cop pro:per part inf v coord v,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1165,21,1,MOT,Mother,Mother,he's put some letters through Carl's door .,3.805,pro:sub part pro:indef n prep adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1253,22,0,MOT,Mother,Mother,do you wanna change her clothes ?,3.805,mod pro:per v v det:poss n:pt,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1254,22,1,MOT,Mother,Mother,get her dressed .,3.805,v det:poss part,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1264,23,0,MOT,Mother,Mother,you wanna take her jamas off ?,3.805,pro:per v v det:poss n adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1265,23,1,MOT,Mother,Mother,right .,3.805,co,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1269,24,0,MOT,Mother,Mother,is Carl going to pull them ?,3.805,cop n:prop part inf v pro:obj,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1270,24,1,MOT,Mother,Mother,pull them off her legs .,3.805,v pro:obj prep det:poss n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1273,25,0,MOT,Mother,Mother,do you wanna take that off over her armies ?,3.805,mod pro:per v v pro:dem adv prep det:poss n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1274,25,1,MOT,Mother,Mother,that's a good boy .,3.805,pro:dem det:art adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1278,26,0,MOT,Mother,Mother,now what do we do ?,3.805,adv:tem pro:int mod pro:sub v,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1279,26,1,MOT,Mother,Mother,oh keep her knickers on .,3.805,co v det:poss n adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1290,27,0,MOT,Mother,Mother,can you do it ?,3.805,mod pro:per mod pro:per,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1291,27,1,MOT,Mother,Mother,there .,3.805,adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1293,28,0,MOT,Mother,Mother,can you do that ?,3.805,mod pro:per v pro:dem,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1294,28,1,MOT,Mother,Mother,Mummy'll help you .,3.805,n:prop v pro:per,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1300,29,0,MOT,Mother,Mother,what_about the other one ?,3.805,pro:int det:art qn pro:indef,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1301,29,1,MOT,Mother,Mother,the other arm .,3.805,det:art qn n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1303,30,0,MOT,Mother,Mother,now are you going to pull it through ?,3.805,adv:tem aux pro:per part inf v pro:per adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1304,30,1,MOT,Mother,Mother,clever boy .,3.805,adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1315,31,0,MOT,Mother,Mother,what's that what's the little dolly wearing ?,3.805,pro:int det:art adj n part,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1316,31,1,MOT,Mother,Mother,Carl .,3.805,n:prop,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1330,32,0,MOT,Mother,Mother,Carl what do you do now ?,3.805,n:prop pro:int mod pro:per v adv:tem,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1331,32,1,MOT,Mother,Mother,pull it there .,3.805,v pro:per adv,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1351,33,0,MOT,Mother,Mother,where's the dolly's tummy ?,3.805,pro:int det:art adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1352,33,1,MOT,Mother,Mother,oh she's got on as_well look .,3.805,co pro:sub part adv adv n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1359,34,0,MOT,Mother,Mother,where's the dolly's knees ?,3.805,pro:int det:art adj n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1360,34,1,MOT,Mother,Mother,leave that alone now .,3.805,n pro:rel adv adv:tem,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1370,35,0,MOT,Mother,Mother,where's your knees ?,3.805,pro:int det:poss n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1371,35,1,MOT,Mother,Mother,there's her knees .,3.805,pro:exist det:poss n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1420,36,0,MOT,Mother,Mother,he's getting a wash ?,3.805,pro:sub part det:art n,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/011115.xml,u1421,36,1,MOT,Mother,Mother,it's raining .,3.805,pro:per part,P1Y11M15D,23.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u9,1,0,MOT,Mother,Mother,that's the car isn't it ?,3.487,pro:dem det:art n cop pro:per,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u10,1,1,MOT,Mother,Mother,oh that naughty man .,3.487,co det:dem adj n,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u32,2,0,MOT,Mother,Mother,what's this ?,3.487,pro:int pro:dem,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u33,2,1,MOT,Mother,Mother,oh look .,3.487,co n,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u58,3,0,MOT,Mother,Mother,what's mister fox doing ?,3.487,pro:int n n part,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u59,3,1,MOT,Mother,Mother,running .,3.487,part,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u74,4,0,MOT,Mother,Mother,oh and who's that ?,3.487,co coord pro:int pro:dem,P1Y09M02D,21.0,12-23 months
Manchester,Manchester_under_2/010902.xml,u75,4,1,MOT,Mother,Mother,rat_a_tat_tat .,3.487,on,P1Y09M02D,21.0,12-23 months
