corpus,dialogue_id,uID,pairID,upairID,speaker,role,speaker_name,utterance,context_utterances,MLU,pos_tag,age,age_months
Brown,Brown_under_2/010900c.xml,u1680,8,0,CHI,Target_Child,Eve,what xxx that ?,"CHI: yep .
CHI: have all xxx crayon .
MOT: hm ?
CHI: that ?
MOT: that's the dolly's mattress .",2.486,pro:int comp,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1681,8,1,MOT,Mother,Sue,what is that ?,,3.953,pro:int cop pro:dem,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1736,9,0,CHI,Target_Child,Eve,where put ?,"MOT: I don't know
CHI: where Eve pencil ?
MOT: it's on the table by Fraser's coffee .
CHI: where Eve crayon ?
CHI: where put ?",2.486,pro:int part,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1737,9,1,COL,Investigator,Colin,where did I put them ?,,4.073,pro:int mod pro:sub v pro:obj,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1929,10,0,CHI,Target_Child,Eve,where Papa ?,"COL: did you put the lion on ?
CHI: no .
COL: what did you do ?
CHI: xxx put lion in .
CHI: where Papa ?",2.486,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1930,10,1,MOT,Mother,Sue,where did he go ?,,3.953,pro:int mod pro:sub v,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1948,11,0,CHI,Target_Child,Eve,where baby Sarah rattle ?,"CHI: move a pillow .
MOT: no move the chair .
MOT: move it by the pillow .
MOT: can you move it ?
CHI: yeah .",2.486,pro:int n n:prop n,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1949,11,1,MOT,Mother,Sue,where is her rattle ?,,3.953,pro:int cop det:poss n,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u417,1,0,CHI,Target_Child,Eve,where stool ?,"CHI: xxx holding baby Sarah .
MOT: you and Papa sit there and hold on to baby Sarah .
CHI: xxx stool .
MOT: what ?
MOT: where is it ?",2.272,pro:rel n,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u418,1,1,MOT,Mother,Sue,where is the stool ?,,3.85,pro:int cop det:art n,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u608,2,0,CHI,Target_Child,Eve,where Eve ?,"CHI: book .
CHI: that ?
MOT: what is that ?
CHI: Papa book .
MOT: m hm .",2.272,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u609,2,1,MOT,Mother,Sue,where is Eve ?,,3.85,pro:int cop n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u614,3,0,CHI,Target_Child,Eve,where xxx ?,"MOT: where is Eve ?
MOT: there she is .
CHI: under .
MOT: you're under ?
MOT: yes you're under Papa's desk .",2.272,pro:rel,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u615,3,1,MOT,Mother,Sue,yeah where is Eve ?,,3.85,co pro:int cop n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u1028,4,0,CHI,Target_Child,Eve,where Papa go ?,"MOT: you like that ?
CHI: where Pap go ?
MOT: I can't understand you with your mouth full .
MOT: chew it up and tell me again .
MOT: Eve what did you say ?",2.272,pro:int n:prop v,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u1029,4,1,MOT,Mother,Sue,where did Papa go ?,,3.85,pro:int mod n:prop v,P1Y09M00D,21.0
Sachs,Sachs_under_2/011103.xml,u234,1,0,CHI,Target_Child,Naomi,what's that Mommy ?,"CHI: what's that ?
CHI: what's that ?
CHI: what's that ?
CHI: what's that ?
CHI: what's that ?",2.175,pro:int comp n:prop,P1Y11M03D,23.0
Sachs,Sachs_under_2/011103.xml,u235,1,1,MOT,Mother,,what's what ?,,4.455,pro:int pro:int,P1Y11M03D,23.0
Sachs,Sachs_under_2/011102.xml,u162,1,0,CHI,Target_Child,Naomi,is kitty sleep ?,"CHI: raining .
CHI: raining .
MOT: raining ?
CHI: what's that ?
CHI: what's that ?",1.982,cop n n,P1Y11M02D,23.0
Sachs,Sachs_under_2/011102.xml,u163,1,1,FAT,Father,,is kitty asleep ?,,3.403,cop n adv,P1Y11M02D,23.0
Sachs,Sachs_under_2/011106.xml,u231,1,0,CHI,Target_Child,Naomi,where'd it go ?,"MOT: can you see it ?
CHI: all gone .
CHI: all gone .
CHI: all gone .
MOT: where is it ?",2.455,pro:rel pro:per v,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u232,1,1,MOT,Mother,,where does it go ?,,3.96,pro:int mod pro:per v,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u236,2,0,CHI,Target_Child,Naomi,where baby ?,"CHI: where'd it go ?
MOT: where does it go ?
CHI: where'd it go ?
CHI: where'd it go ?
CHI: where'd it go ?",2.455,pro:int n,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u237,2,1,MOT,Mother,,the babies are over there sleeping aren't they ?,,3.96,det:art n aux prep n part aux pro:sub,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u238,3,0,CHI,Target_Child,Naomi,how big is ?,"CHI: where'd it go ?
CHI: where'd it go ?
CHI: where'd it go ?
CHI: where baby ?
MOT: the babies are over there sleeping aren't they ?",2.455,pro:int adj aux,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u239,3,1,MOT,Mother,,how big is Nomi ?,,3.96,pro:int adj aux n:prop,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u250,4,0,CHI,Target_Child,Naomi,is he going to work ?,"CHI: is it going to work ?
CHI: Daddy going to work .
CHI: is he going to work ?
CHI: is he going to work ?
CHI: is he going to work ?",2.455,cop pro:sub part prep n,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u251,4,1,MOT,Mother,,what's Nomi going to do now ?,,3.96,pro:int n:prop part inf v adv:tem,P1Y11M06D,23.0
Sachs,Sachs_under_2/011028.xml,u288,1,0,CHI,Target_Child,Naomi,where's baby ?,"CHI: baby cry .
CHI: baby cry .
FAT: oh you comfort baby and say it's alright .
CHI: de the baby wet .
FAT: yeah you can put the baby down for a minute .",1.782,pro:int n,P1Y10M28D,23.0
Sachs,Sachs_under_2/011028.xml,u289,1,1,FAT,Father,,I think you put the baby in your room didn't you Nomi ?,,4.605,pro:sub v pro:per v det:art n prep det:poss n mod pro:per n:prop,P1Y10M28D,23.0
Sachs,Sachs_under_2/011010a.xml,u213,1,0,CHI,Target_Child,Naomi,where's moon ?,"MOT: your foot ?
MOT: your foot hurts ?
CHI: bang foot .
MOT: you banged your foot ?
MOT: you're banging it into the metal on the high chair .",1.559,pro:int n,P1Y10M10D,22.0
Sachs,Sachs_under_2/011010a.xml,u214,1,1,MOT,Mother,,where's the moon ?,,4.506,pro:int det:art n,P1Y10M10D,22.0
Sachs,Sachs_under_2/011017.xml,u69,1,0,CHI,Target_Child,Naomi,where's Georgie ?,"CHI: Georgie's sleeping .
CHI: there's baby .
FAT: there's Baby .
FAT: what's Baby doing ?
CHI: baby on the floor .",2.091,pro:int n:prop,P1Y10M17D,23.0
Sachs,Sachs_under_2/011017.xml,u70,1,1,FAT,Father,,what's Georgie doing ?,,3.964,pro:int n:prop part,P1Y10M17D,23.0
