corpus,dialogue_id,uID,pairID,upairID,speaker,role,speaker_name,utterance,MLU,pos_tag,age,age_months
Brown,Brown_under_2/011000a.xml,u384,4,1,MOT,Mother,Sue,pinch xxx finger ?,3.771,n n,,
Brown,Brown_under_2/010800.xml,u128,1,0,CHI,Target_Child,Eve,tinkertoy doing there ?,1.963,part n,P1Y08M00D,20.0
Brown,Brown_under_2/010800.xml,u129,1,1,MOT,Mother,Sue,what is that tinkertoy doing in there ?,3.704,pro:int cop comp part prep n,,
Brown,Brown_under_2/010800.xml,u1415,2,0,CHI,Target_Child,Eve,horsie doing ?,1.963,n part,P1Y08M00D,20.0
Brown,Brown_under_2/010800.xml,u1416,2,1,RIC,Investigator,Richard,what is the horsie doing ?,3.394,pro:int aux det:art n part,,
Brown,Brown_under_2/010600a.xml,u634,1,0,CHI,Target_Child,Eve,where top ?,1.521,pro:int adj,P1Y06M00D,18.0
Brown,Brown_under_2/010600a.xml,u635,1,1,MOT,Mother,Sue,where's the top ?,3.578,pro:int det:art n,,
Brown,Brown_under_2/010600a.xml,u685,2,0,CHI,Target_Child,Eve,man no taste it ?,1.521,v qn n pro:per,P1Y06M00D,18.0
Brown,Brown_under_2/010600a.xml,u686,2,1,MOT,Mother,Sue,man what ?,3.578,v pro:int,,
Brown,Brown_under_2/010600a.xml,u973,3,0,CHI,Target_Child,Eve,sit down ?,1.521,v adv,P1Y06M00D,18.0
Brown,Brown_under_2/010600a.xml,u974,3,1,MOT,Mother,Sue,you want me to sit down ?,3.578,pro:per v pro:obj inf v adv,,
Brown,Brown_under_2/011100a.xml,u181,1,0,CHI,Target_Child,Eve,where Papa ?,2.801,pro:int n:prop,P1Y11M00D,23.0
Brown,Brown_under_2/011100a.xml,u182,1,1,MOT,Mother,Sue,where is Papa ?,4.221,pro:int cop n:prop,,
Brown,Brown_under_2/011100a.xml,u648,2,0,CHI,Target_Child,Eve,Pap where you cookbook ?,2.801,n:prop pro:rel pro:per,P1Y11M00D,23.0
Brown,Brown_under_2/011100a.xml,u649,2,1,FAT,Father,David,my cookbook ?,4.063,det:poss,,
Brown,Brown_under_2/011100b.xml,u90,1,0,CHI,Target_Child,Eve,what that ?,3.154,pro:int comp,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u91,1,1,FAT,Father,David,what is that ?,4.167,pro:int cop pro:dem,,
Brown,Brown_under_2/011100b.xml,u137,2,0,CHI,Target_Child,Eve,what that ?,3.154,pro:int comp,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u138,2,1,FAT,Father,David,well what is it ?,4.167,co pro:int cop pro:per,,
Brown,Brown_under_2/011100b.xml,u145,3,0,CHI,Target_Child,Eve,what that Papa ?,3.154,pro:int comp n:prop,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u146,3,1,FAT,Father,David,what is it ?,4.167,pro:int cop pro:per,,
Brown,Brown_under_2/011100b.xml,u253,4,0,CHI,Target_Child,Eve,what Fraser you do ?,3.154,pro:int n:prop pro:per v,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u254,4,1,MOT,Mother,Sue,what's he goin to do ?,4.57,pro:int pro:sub part inf v,,
Brown,Brown_under_2/011100b.xml,u323,5,0,CHI,Target_Child,Eve,where other one ?,3.154,pro:int qn pro:indef,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u324,5,1,COL,Investigator,Colin,where's the other one ?,3.538,pro:int det:art qn pro:indef,,
Brown,Brown_under_2/011100b.xml,u372,6,0,CHI,Target_Child,Eve,what that ?,3.154,pro:int comp,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u373,6,1,MOT,Mother,Sue,what is it ?,4.57,pro:int cop pro:per,,
Brown,Brown_under_2/011100b.xml,u376,7,0,CHI,Target_Child,Eve,Sue where where piece my eat ?,3.154,n:prop pro:rel v det:poss v,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u377,7,1,MOT,Mother,Sue,where's the piece you eat ?,4.57,pro:int det:art n pro:per v,,
Brown,Brown_under_2/011100b.xml,u401,8,0,CHI,Target_Child,Eve,where my tunnel ?,3.154,pro:rel det:poss n,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u402,8,1,MOT,Mother,Sue,your tunnel in the snow ?,4.57,det:poss n prep det:art n,,
Brown,Brown_under_2/011100b.xml,u550,9,0,CHI,Target_Child,Eve,Sue where Sarah go ?,3.154,n:prop pro:rel n:prop v,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u551,9,1,MOT,Mother,Sue,where did she go ?,4.57,pro:int mod pro:sub v,,
Brown,Brown_under_2/011100b.xml,u558,10,0,CHI,Target_Child,Eve,may I have piece ?,3.154,mod pro:sub v n,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u559,10,1,MOT,Mother,Sue,d you want a piece of your birthday cake ?,4.57,mod pro:per v det:art n prep det:poss n,,
Brown,Brown_under_2/011100b.xml,u568,11,0,CHI,Target_Child,Eve,Sue what Colin name ?,3.154,n:prop pro:int n:prop n,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u569,11,1,MOT,Mother,Sue,what's the what's name ?,4.57,pro:int det:art pro:int n,,
Brown,Brown_under_2/011100b.xml,u728,12,0,CHI,Target_Child,Eve,what xxx that ?,3.154,pro:int comp,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u729,12,1,COL,Investigator,Colin,what is it ?,3.538,pro:int cop pro:per,,
Brown,Brown_under_2/011100b.xml,u877,13,0,CHI,Target_Child,Eve,where my drum ?,3.154,pro:rel det:poss n,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u878,13,1,MOT,Mother,Sue,your drum ?,4.57,det:poss n,,
Brown,Brown_under_2/011100b.xml,u880,14,0,CHI,Target_Child,Eve,where other stick ?,3.154,pro:int qn n,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u881,14,1,MOT,Mother,Sue,where is the stick ?,4.57,pro:int cop det:art n,,
Brown,Brown_under_2/011100b.xml,u1107,15,0,CHI,Target_Child,Eve,what the dolly have ?,3.154,pro:int det:art n v,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u1108,15,1,COL,Investigator,Colin,what does the dolly have ?,3.538,pro:int mod det:art n v,,
Brown,Brown_under_2/011100b.xml,u1198,16,0,CHI,Target_Child,Eve,where Frosty ?,3.154,pro:int n:prop,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u1199,16,1,MOT,Mother,Sue,where's Frosty ?,4.57,pro:int n:prop,,
Brown,Brown_under_2/011100b.xml,u1260,17,0,CHI,Target_Child,Eve,what Cromer name ?,3.154,pro:int n:prop n,P1Y11M00D,23.0
Brown,Brown_under_2/011100b.xml,u1261,17,1,COL,Investigator,Colin,yeah what's Cromer's name ?,3.538,co pro:int adj n,,
Brown,Brown_under_2/010900b.xml,u235,1,0,CHI,Target_Child,Eve,doing Mama ?,2.229,part n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u236,1,1,MOT,Mother,Sue,what am I doing ?,3.774,pro:int cop pro:sub part,,
Brown,Brown_under_2/010900b.xml,u441,2,0,CHI,Target_Child,Eve,where xxx baby Sarah finger ?,2.229,pro:int n n:prop n,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u442,2,1,MOT,Mother,Sue,where're her fingers ?,3.774,pro:int det:poss n,,
Brown,Brown_under_2/010900b.xml,u482,3,0,CHI,Target_Child,Eve,where Papa ?,2.229,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u483,3,1,MOT,Mother,Sue,where is Papa ?,3.774,pro:int cop n:prop,,
Brown,Brown_under_2/010900b.xml,u524,4,0,CHI,Target_Child,Eve,where Papa ?,2.229,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u525,4,1,MOT,Mother,Sue,where is Papa ?,3.774,pro:int cop n:prop,,
Brown,Brown_under_2/010900b.xml,u703,5,0,CHI,Target_Child,Eve,where Clip_clop ?,2.229,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u704,5,1,MOT,Mother,Sue,where is he ?,3.774,pro:int cop pro:sub,,
Brown,Brown_under_2/010900b.xml,u721,6,0,CHI,Target_Child,Eve,where Clip_clop ?,2.229,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u722,6,1,MOT,Mother,Sue,where is Clip_clop ?,3.774,pro:int cop n:prop,,
Brown,Brown_under_2/010900b.xml,u928,7,0,CHI,Target_Child,Eve,xxx what happen ?,2.229,pro:int v,P1Y09M00D,21.0
Brown,Brown_under_2/010900b.xml,u929,7,1,COL,Investigator,Colin,what happened ?,3.701,pro:int v,,
Brown,Brown_under_2/010900c.xml,u38,1,0,CHI,Target_Child,Eve,where Papa ?,2.486,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u39,1,1,MOT,Mother,Sue,where is Papa ?,3.953,pro:int cop n:prop,,
Brown,Brown_under_2/010900c.xml,u320,2,0,CHI,Target_Child,Eve,what doing Mama ?,2.486,pro:int part n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u321,2,1,MOT,Mother,Sue,what am I doing ?,3.953,pro:int cop pro:sub part,,
Brown,Brown_under_2/010900c.xml,u341,3,0,CHI,Target_Child,Eve,what doing Mama ?,2.486,pro:int part n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u342,3,1,MOT,Mother,Sue,what am I doing Eve ?,3.953,pro:int cop pro:sub part n:prop,,
Brown,Brown_under_2/010900c.xml,u420,4,0,CHI,Target_Child,Eve,where Eve crayon ?,2.486,pro:int n:prop n,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u421,4,1,MOT,Mother,Sue,where's your crayons ?,3.953,pro:int det:poss n,,
Brown,Brown_under_2/010900c.xml,u912,5,0,CHI,Target_Child,Eve,where shovel ?,2.486,pro:int n,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u913,5,1,MOT,Mother,Sue,the shovel ?,3.953,det:art n,,
Brown,Brown_under_2/010900c.xml,u1323,6,0,CHI,Target_Child,Eve,where bell ?,2.486,pro:rel n,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1324,6,1,MOT,Mother,Sue,where's the bell ?,3.953,pro:int det:art n,,
Brown,Brown_under_2/010900c.xml,u1530,7,0,CHI,Target_Child,Eve,xxx doing Mama ?,2.486,part n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1531,7,1,MOT,Mother,Sue,what am I doing ?,3.953,pro:int cop pro:sub part,,
Brown,Brown_under_2/010900c.xml,u1680,8,0,CHI,Target_Child,Eve,what xxx that ?,2.486,pro:int comp,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1681,8,1,MOT,Mother,Sue,what is that ?,3.953,pro:int cop pro:dem,,
Brown,Brown_under_2/010900c.xml,u1736,9,0,CHI,Target_Child,Eve,where put ?,2.486,pro:int part,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1737,9,1,COL,Investigator,Colin,where did I put them ?,4.073,pro:int mod pro:sub v pro:obj,,
Brown,Brown_under_2/010900c.xml,u1929,10,0,CHI,Target_Child,Eve,where Papa ?,2.486,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1930,10,1,MOT,Mother,Sue,where did he go ?,3.953,pro:int mod pro:sub v,,
Brown,Brown_under_2/010900c.xml,u1948,11,0,CHI,Target_Child,Eve,where baby Sarah rattle ?,2.486,pro:int n n:prop n,P1Y09M00D,21.0
Brown,Brown_under_2/010900c.xml,u1949,11,1,MOT,Mother,Sue,where is her rattle ?,3.953,pro:int cop det:poss n,,
Brown,Brown_under_2/010900a.xml,u417,1,0,CHI,Target_Child,Eve,where stool ?,2.272,pro:rel n,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u418,1,1,MOT,Mother,Sue,where is the stool ?,3.85,pro:int cop det:art n,,
Brown,Brown_under_2/010900a.xml,u608,2,0,CHI,Target_Child,Eve,where Eve ?,2.272,pro:int n:prop,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u609,2,1,MOT,Mother,Sue,where is Eve ?,3.85,pro:int cop n:prop,,
Brown,Brown_under_2/010900a.xml,u614,3,0,CHI,Target_Child,Eve,where xxx ?,2.272,pro:rel,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u615,3,1,MOT,Mother,Sue,yeah where is Eve ?,3.85,co pro:int cop n:prop,,
Brown,Brown_under_2/010900a.xml,u1028,4,0,CHI,Target_Child,Eve,where Papa go ?,2.272,pro:int n:prop v,P1Y09M00D,21.0
Brown,Brown_under_2/010900a.xml,u1029,4,1,MOT,Mother,Sue,where did Papa go ?,3.85,pro:int mod n:prop v,,
Sachs,Sachs_under_2/011103.xml,u234,1,0,CHI,Target_Child,Naomi,what's that Mommy ?,2.175,pro:int comp n:prop,P1Y11M03D,23.0
Sachs,Sachs_under_2/011103.xml,u235,1,1,MOT,Mother,,what's what ?,4.455,pro:int pro:int,,
Sachs,Sachs_under_2/011102.xml,u162,1,0,CHI,Target_Child,Naomi,is kitty sleep ?,1.982,cop n n,P1Y11M02D,23.0
Sachs,Sachs_under_2/011102.xml,u163,1,1,FAT,Father,,is kitty asleep ?,3.403,cop n adv,,
Sachs,Sachs_under_2/011106.xml,u231,1,0,CHI,Target_Child,Naomi,where'd it go ?,2.455,pro:rel pro:per v,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u232,1,1,MOT,Mother,,where does it go ?,3.96,pro:int mod pro:per v,,
Sachs,Sachs_under_2/011106.xml,u236,2,0,CHI,Target_Child,Naomi,where baby ?,2.455,pro:int n,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u237,2,1,MOT,Mother,,the babies are over there sleeping aren't they ?,3.96,det:art n aux prep n part aux pro:sub,,
Sachs,Sachs_under_2/011106.xml,u238,3,0,CHI,Target_Child,Naomi,how big is ?,2.455,pro:int adj aux,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u239,3,1,MOT,Mother,,how big is Nomi ?,3.96,pro:int adj aux n:prop,,
Sachs,Sachs_under_2/011106.xml,u250,4,0,CHI,Target_Child,Naomi,is he going to work ?,2.455,cop pro:sub part prep n,P1Y11M06D,23.0
Sachs,Sachs_under_2/011106.xml,u251,4,1,MOT,Mother,,what's Nomi going to do now ?,3.96,pro:int n:prop part inf v adv:tem,,
Sachs,Sachs_under_2/011028.xml,u288,1,0,CHI,Target_Child,Naomi,where's baby ?,1.782,pro:int n,P1Y10M28D,23.0
Sachs,Sachs_under_2/011028.xml,u289,1,1,FAT,Father,,I think you put the baby in your room didn't you Nomi ?,4.605,pro:sub v pro:per v det:art n prep det:poss n mod pro:per n:prop,,
Sachs,Sachs_under_2/011010a.xml,u213,1,0,CHI,Target_Child,Naomi,where's moon ?,1.559,pro:int n,P1Y10M10D,22.0
Sachs,Sachs_under_2/011010a.xml,u214,1,1,MOT,Mother,,where's the moon ?,4.506,pro:int det:art n,,
Sachs,Sachs_under_2/011017.xml,u69,1,0,CHI,Target_Child,Naomi,where's Georgie ?,2.091,pro:int n:prop,P1Y10M17D,23.0
Sachs,Sachs_under_2/011017.xml,u70,1,1,FAT,Father,,what's Georgie doing ?,3.964,pro:int n:prop part,,
Sachs,Sachs_under_2/011003.xml,u113,1,0,CHI,Target_Child,Naomi,what's this ?,1.497,pro:int pro:dem,P1Y10M03D,22.0
Sachs,Sachs_under_2/011003.xml,u114,1,1,MOT,Mother,,what's what ?,4.876,pro:int pro:int,,
Sachs,Sachs_under_2/011003.xml,u197,2,0,CHI,Target_Child,Naomi,where's diaper ?,1.497,pro:int n,P1Y10M03D,22.0
Sachs,Sachs_under_2/011003.xml,u198,2,1,MOT,Mother,,where's the diapers ?,4.876,pro:int det:art n,,
Sachs,Sachs_under_2/011010b.xml,u8,1,0,CHI,Target_Child,Naomi,what's this ?,1.452,pro:int pro:dem,P1Y10M10D,22.0
Sachs,Sachs_under_2/011010b.xml,u9,1,1,MOT,Mother,,what's the Mommy doing ?,3.982,pro:int det:art n:prop part,,
Sachs,Sachs_under_2/011011.xml,u104,1,0,CHI,Target_Child,Naomi,where's moon ?,1.578,pro:int n,P1Y10M11D,22.0
Sachs,Sachs_under_2/011011.xml,u105,1,1,MOT,Mother,,where's the moon ?,4.983,pro:int det:art n,,
Manchester,Manchester_under_2/011103.xml,u132,1,0,CHI,Target_Child,Carl,what doing Goggins ?,1.936,pro:int part n:prop,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u133,1,1,MOT,Mother,Mother,what're you doing ?,3.719,pro:int pro:per part,,
Manchester,Manchester_under_2/011103.xml,u841,2,0,CHI,Target_Child,Carl,where Daddy gone ?,1.936,pro:int n:prop part,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u842,2,1,MOT,Mother,Mother,has he gone ?,3.719,v pro:sub part,,
Manchester,Manchester_under_2/011103.xml,u919,3,0,CHI,Target_Child,Carl,where teddy gone ?,1.936,pro:rel n part,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u920,3,1,MOT,Mother,Mother,where's teddy gone ?,3.719,pro:int n part,,
Manchester,Manchester_under_2/011103.xml,u1020,4,0,CHI,Target_Child,Carl,what doing the bike ?,1.936,pro:int part det:art n,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1021,4,1,MOT,Mother,Mother,no what are you doing to the bike ?,3.719,co pro:int aux pro:per part prep det:art n,,
Manchester,Manchester_under_2/011103.xml,u1067,5,0,CHI,Target_Child,Carl,what doing the tractor ?,1.936,pro:int part det:art n,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1068,5,1,MOT,Mother,Mother,what're you doing to the tractor ?,3.719,pro:int pro:per part prep det:art n,,
Manchester,Manchester_under_2/011103.xml,u1257,6,0,CHI,Target_Child,Carl,Mummy what happened ?,1.936,n:prop pro:int v,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1258,6,1,MOT,Mother,Mother,oh dear what happened ?,3.719,co n pro:int v,,
Manchester,Manchester_under_2/011103.xml,u1329,7,0,CHI,Target_Child,Carl,what doing Nana ?,1.936,pro:int part n:prop,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1330,7,1,MOT,Mother,Mother,what's Nana doing ?,3.719,pro:int n:prop part,,
Manchester,Manchester_under_2/011103.xml,u1432,8,0,CHI,Target_Child,Carl,where gone Daddy ?,1.936,pro:int part n:prop,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1433,8,1,MOT,Mother,Mother,where've you gone Daddy ?,3.719,pro:rel pro:per part n:prop,,
Manchester,Manchester_under_2/011103.xml,u1563,9,0,CHI,Target_Child,Carl,where's the xxx gone ?,1.936,pro:int det:art part,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1564,9,1,MOT,Mother,Mother,where's the what ?,3.719,pro:int det:art pro:int,,
Manchester,Manchester_under_2/011103.xml,u1567,10,0,CHI,Target_Child,Carl,where's the xxx gone ?,1.936,pro:int det:art part,P1Y11M03D,23.0
Manchester,Manchester_under_2/011103.xml,u1568,10,1,MOT,Mother,Mother,where's the what gone ?,3.719,pro:int det:art pro:int part,,
Manchester,Manchester_under_2/011115.xml,u199,1,0,CHI,Target_Child,Carl,where's he gone Thomas ?,1.912,pro:int pro:sub part n:prop,P1Y11M15D,23.0
Manchester,Manchester_under_2/011115.xml,u200,1,1,MOT,Mother,Mother,oh where's the other Thomas ?,3.805,co pro:int det:art qn n:prop,,
Manchester,Manchester_under_2/011104.xml,u54,1,0,CHI,Target_Child,Anne,what this doing ?,1.574,pro:int det:dem part,P1Y11M04D,23.0
Manchester,Manchester_under_2/011104.xml,u56,1,1,INV,Investigator,Caroline,what is it ?,2.417,pro:int cop pro:per,,
Manchester,Manchester_under_2/011104.xml,u807,2,0,CHI,Target_Child,Anne,where this fit ?,1.574,pro:int det:dem v,P1Y11M04D,23.0
Manchester,Manchester_under_2/011104.xml,u808,2,1,MOT,Mother,,where's this fit ?,3.346,pro:int pro:dem v,,
Manchester,Manchester_under_2/011104.xml,u873,3,0,CHI,Target_Child,Anne,what's that ?,1.574,pro:int pro:dem,P1Y11M04D,23.0
Manchester,Manchester_under_2/011104.xml,u874,3,1,MOT,Mother,,what's there do you think ?,3.346,pro:int adv mod pro:per v,,
Manchester,Manchester_under_2/011104.xml,u1050,4,0,CHI,Target_Child,Anne,where more ?,1.574,pro:int adv,P1Y11M04D,23.0
Manchester,Manchester_under_2/011104.xml,u1051,4,1,MOT,Mother,,more fence ?,3.346,qn n,,
Manchester,Manchester_under_2/011104.xml,u1777,5,0,CHI,Target_Child,Anne,no fit ?,1.574,co v,P1Y11M04D,23.0
Manchester,Manchester_under_2/011104.xml,u1778,5,1,MOT,Mother,,who willn't fit ?,3.346,pro:int mod v,,
Manchester,Manchester_under_2/011112.xml,u1254,1,0,CHI,Target_Child,Aran,where Mary ?,1.261,pro:int n:prop,P1Y11M12D,23.0
Manchester,Manchester_under_2/011112.xml,u1255,1,1,MOT,Mother,Mother,with Mary you're going to share it ?,4.8,prep n:prop pro:per part inf v pro:per,,
Manchester,Manchester_under_2/011106.xml,u1207,1,0,CHI,Target_Child,Anne,what's this ?,1.603,pro:int pro:dem,P1Y11M06D,23.0
Manchester,Manchester_under_2/011106.xml,u1208,1,1,MOT,Mother,,what's that ?,3.291,pro:int pro:dem,,
Manchester,Manchester_under_2/010928.xml,u178,1,0,CHI,Target_Child,Carl,where Thomas ?,2.018,pro:int n:prop,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u179,1,1,MOT,Mother,Mother,you want Thomas as_well ?,3.751,pro:per v n:prop adv,,
Manchester,Manchester_under_2/010928.xml,u414,2,0,CHI,Target_Child,Carl,what Carl doing ?,2.018,pro:int n:prop part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u415,2,1,MOT,Mother,Mother,what's Carl doing ?,3.751,pro:int n:prop part,,
Manchester,Manchester_under_2/010928.xml,u571,3,0,CHI,Target_Child,Carl,where's the bus gone ?,2.018,pro:int det:art n part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u572,3,1,MOT,Mother,Mother,where's Percy gone ?,3.751,pro:int n:prop part,,
Manchester,Manchester_under_2/010928.xml,u670,4,0,CHI,Target_Child,Carl,where Pooh ?,2.018,pro:int n:prop,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u671,4,1,MOT,Mother,Mother,where's Pooh ?,3.751,pro:int n:prop,,
Manchester,Manchester_under_2/010928.xml,u686,5,0,CHI,Target_Child,Carl,where Toby and Percy ?,2.018,pro:int n:prop coord n:prop,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u687,5,1,MOT,Mother,Mother,where's Toby and Percy ?,3.751,pro:int n:prop coord n:prop,,
Manchester,Manchester_under_2/010928.xml,u765,6,0,CHI,Target_Child,Carl,where the penny gone ?,2.018,pro:int det:art n part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u766,6,1,MOT,Mother,Mother,where's the penny gone ?,3.751,pro:int det:art n part,,
Manchester,Manchester_under_2/010928.xml,u791,7,0,CHI,Target_Child,Carl,what you want ?,2.018,pro:int pro:per v,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u792,7,1,MOT,Mother,Mother,no what do you what does Carl want ?,3.751,co pro:int mod n:prop v,,
Manchester,Manchester_under_2/010928.xml,u794,8,0,CHI,Target_Child,Carl,what do you want ?,2.018,pro:int mod pro:per v,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u795,8,1,MOT,Mother,Mother,no what does Carl want ?,3.751,co pro:int mod n:prop v,,
Manchester,Manchester_under_2/010928.xml,u943,9,0,CHI,Target_Child,Carl,what you doing ?,2.018,pro:int pro:per part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u944,9,1,FAT,Father,,what are you doing ?,2.842,pro:int aux pro:per part,,
Manchester,Manchester_under_2/010928.xml,u991,10,0,CHI,Target_Child,Carl,where the baby gone ?,2.018,pro:int det:art n part,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u992,10,1,FAT,Father,,where's the baby gone ?,2.842,pro:int det:art n part,,
Manchester,Manchester_under_2/010928.xml,u1073,11,0,CHI,Target_Child,Carl,where is the bag ?,2.018,pro:int cop det:art n,P1Y09M28D,22.0
Manchester,Manchester_under_2/010928.xml,u1074,11,1,MOT,Mother,Mother,where's the bag ?,3.751,pro:int det:art n,,
Manchester,Manchester_under_2/010928.xml,u1112,12,0,CHI,Target_Child,Carl,where the whee the baby ?,2.018,pro:int det:art co det:art n,P1Y09M28D,22.0
